lg_code,machiaza_id,machiaza_type,pref,pref_kana,pref_roma,county,county_kana,county_roma,city,city_kana,city_roma,ward,ward_kana,ward_roma,oaza_cho,oaza_cho_kana,oaza_cho_roma,chome,chome_kana,chome_number,koaza,koaza_kana,koaza_roma,machiaza_dist,rsdt_addr_flg,rsdt_addr_mtd_code,oaza_cho_aka_flg,koaza_aka_code,oaza_cho_gsi_uncmn,koaza_gsi_uncmn,status_flg,wake_num_flg,efct_date,ablt_date,src_code,post_code,oaza_cho_uncmn_reg,oaza_cho_uncmn_mj,oaza_cho_uncmn_type,oaza_cho_uncmn_code,koaza_uncmn_reg,koaza_uncmn_mj,koaza_uncmn_type,koaza_uncmn_code,alias_oaza,alias_oaza_kana,alias_oaza_roma,alias_koaza,alias_koaza_kana,alias_koaza_roma,remarks
182010,0001000,1,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,,,,,0,0,0,0,0,0,1,0,1947-04-17,,0,9103614,,,,,,,,,,,,,,,
182010,0001101,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１字,１アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001102,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１０字,１０アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001104,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１１字,１１アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001106,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１２字,１２アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001108,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１３字,１３アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001110,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１４字,１４アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001112,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１５字,１５アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001114,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１６字,１６アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001116,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１７字,１７アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001118,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１８字,１８アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001120,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,１９字,１９アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001123,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,２２字,２２アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001125,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,２３字,２３アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001127,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,２４字,２４アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001129,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,２７字,２７アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001131,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,２９字,２９アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001133,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,２字,２アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001135,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３０字,３０アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001137,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３２字,３２アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001139,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３３字,３３アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001141,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３４字,３４アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001143,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３５字,３５アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001144,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３６字,３６アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001146,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３７字,３７アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001148,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３８字,３８アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001150,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３９字,３９アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001152,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,３字,３アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001154,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４０字,４０アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001156,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４１字,４１アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001158,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４２字,４２アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001160,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４３字,４３アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001162,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４４字,４４アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001164,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４５字,４５アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001166,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４６字,４６アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001168,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４７字,４７アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001170,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,４字,４アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001172,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,５字,５アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001174,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,６字,６アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001176,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,７字,７アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001178,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,８字,８アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0001180,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,在田町,アイダチョウ,Aidacho,,,,９字,９アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002000,1,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,,,,,0,0,0,0,0,0,1,0,1947-04-17,,0,9103556,,,,,,,,,,,,,,,
182010,0002101,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１字,１アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002102,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１０字,１０アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002104,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１１字,１１アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002106,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１２字,１２アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002108,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１３字,１３アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002110,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１４字,１４アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002112,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１５字,１５アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002114,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１６字,１６アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
182010,0002116,3,福井県,フクイケン,Fukui,,,,福井市,フクイシ,Fukui-shi,,,,赤坂町,アカサカチョウ,Akasakacho,,,,１８字,１８アザ,,,0,0,0,0,0,0,0,1,1947-04-17,,0,,,,,,,,,,,,,,,,
