lg_code,machiaza_id,machiaza_type,pref,pref_kana,pref_roma,county,county_kana,county_roma,city,city_kana,city_roma,ward,ward_kana,ward_roma,oaza_cho,oaza_cho_kana,oaza_cho_roma,chome,chome_kana,chome_number,koaza,koaza_kana,koaza_roma,machiaza_dist,rsdt_addr_flg,rsdt_addr_mtd_code,oaza_cho_aka_flg,koaza_aka_code,oaza_cho_gsi_uncmn,koaza_gsi_uncmn,status_flg,wake_num_flg,efct_date,ablt_date,src_code,post_code,oaza_cho_uncmn_reg,oaza_cho_uncmn_mj,oaza_cho_uncmn_type,oaza_cho_uncmn_code,koaza_uncmn_reg,koaza_uncmn_mj,koaza_uncmn_type,koaza_uncmn_code,alias_oaza,alias_oaza_kana,alias_oaza_roma,alias_koaza,alias_koaza_kana,alias_koaza_roma,remarks
192015,0001000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,古関町,フルセキマチ,Furusekimachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4093712,,,,,,,,,,,,,,,
192015,0002000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,中畑町,ナカバタケチョウ,Nakabatakecho,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4001505,,,,,,,,,,,,,,,
192015,0003000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,上向山町,カミムコウヤマチョウ,Kamimukoyamacho,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4001506,,,,,,,,,,,,,,,
192015,0004000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,下向山町,シモムコウヤマチョウ,Shimomukoyamacho,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4001507,,,,,,,,,,,,,,,
192015,0005000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,和戸町,ワドマチ,Wadomachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000812,,,,,,,,,,,,,,,
192015,0006000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,川田町,カワダマチ,Kawadamachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000811,,,,,,,,,,,,,,,
192015,0007000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,桜井町,サクライチョウ,Sakuraicho,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000803,,,,,,,,,,,,,,,
192015,0008000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,向町,ムコウマチ,Mukomachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000813,,,,,,,,,,,,,,,
192015,0009000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,下曽根町,シモソネチョウ,Shimosonecho,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4001508,,,,,,,,,,,,,,,
192015,0010000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,横根町,ヨコネマチ,Yokonemachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000802,,,,,,,,,,,,,,,
192015,0011000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,善光寺町,ゼンコウジマチ,Zenkojimachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000801,,,,,,,,,,,,,,,
192015,0012001,2,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,池田,イケダ,Ikeda,１丁目,１チョウメ,1,,,,,1,1,0,0,0,0,1,1,1947-04-17,,0,,,,,,,,,,,,,,,,
192015,0012002,2,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,池田,イケダ,Ikeda,２丁目,２チョウメ,2,,,,,1,1,0,0,0,0,1,1,1947-04-17,,0,,,,,,,,,,,,,,,,
192015,0012003,2,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,池田,イケダ,Ikeda,３丁目,３チョウメ,3,,,,,1,1,0,0,0,0,1,1,1947-04-17,,0,,,,,,,,,,,,,,,,
192015,0013000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,上積翠寺町,カミセキスイジマチ,Kamisekisuijimachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000011,,*_*_MJ020696_*_*,,,,,,,,,,,,,
192015,0014000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,東光寺町,トウコウジマチ,Tokojimachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000808,,,,,,,,,,,,,,,
192015,0015000,1,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,愛宕町,アタゴマチ,Atagomachi,,,,,,,,0,0,0,0,0,0,1,1,1947-04-17,,0,4000023,,,,,,,,,,,,,,,
